Open,High,Low,Volume,Adj Close
7000,7000,6750,2980,6513.294434
6800,7451.700195,6635.049805,16089,7082.779785
7500,7744.399902,7100,11533,6903.944824
7400,7470,6920,5429,6707.849121
7300,7300,7000,3325,6790.345215
7249.950195,7500,7090,4301,6978.410156
7100,7500,7090,5249,6999.177246
7300,7600,7100,8202,7101.864746
7450,7650,7324,6206,7094.413574
7500,7599,7150.5,3958,6964.805176
7484,7585,7171.399902,3322,7005.90918
7440,7695,7324,9218,7173.588867
7350,7650,7300,4291,7172.291016
7500,8205.650391,7400,24662,7624.859863
8100,8300,7460.049805,41531,7243.443848
7750,7750,7051,8441,6878.368164
7200,7400,7020,6244,6826.497559
7100,7335,7050,4254,6824.719727
7200,7220,6901,4051,6685.880371
7248,7342,6966,3545,6771.499512
7099.950195,7198,7001,2702,6751.068848
6966,7410,6966,8760,6874.714355
6980,7240,6980,2914,6796.35498
7101,7400,7100,7911,6918.89502
7220.049805,7340,7126.149902,2644,6880.773438
7190,7238,7015,3370,6789.623535
7075,7150,7000,3365,6776.163086
7060,7265,7000.049805,4584,6768.087891
7040,7150,6950,3488,6730.348633
7099.899902,7099.899902,6855.049805,3048,6625.499512
6801,6980,6769,2440,6547.956055
6949.899902,6949.899902,6590,3413,6361.717773
6720,6720,6260,4732,6107.552734
6480,6500,6400,2280,6175.335449
6435,6535,6290,1951,6069.958008
6175,6300,6175,2259,6027.221191
6297,6480,6266,1900,6158.989746
6115,6500,6100,2264,5908.429199
6051,6051,4917,5885,4961.901855
5000,5160.700195,4129,4408,4244.54248
4998,5100,4502,3630,4719.609375
5189,5299.700195,4550,5177,4524.476563
4800,5100,4700,3195,4857.535645
4850,5038,4773,2009,4795.037109
5249,5249,4990,1613,4823.787109
5145,5145,4792.700195,1944,4615.097168
4701,5092,4701,3505,4688.072754
4997.799805,4997.799805,4761,5818,4608.271484
4999.899902,5135,4917,2955,4802.585938
5000,5050,4900,1896,4793.115234
4870,5050,4750,1888,4780.278809
4980,5150,4850,1823,4679.037109
4850,4850,4605,2359,4506.641602
4700,4700,4450,2211,4330.259277
4510,4529.75,4150,4757,4075.993164
4245.100098,4370,4213,2286,4099.358887
4350,4500,4350,2118,4296.509277
4325,4600,4310.049805,2297,4390.976074
4800,4989.899902,4610,1999,4512.988281
4800,4848,4650,1235,4503.56543
4640,4725,4600.049805,725,4462.174316
4800,4800,4055,687,4447.847168
4640,4650,4551,1037,4414.341309
4649.950195,4749,4452,786,4368.62207
4699,4699,4505,856,4476.690918
4725,4748,4650,1217,4485.20166
4650,4660,4600,444,4457.654785
4624,4634.899902,4560,627,4421.597168
4582.899902,4589,4426.100098,1147,4313.238281
4486,4486,4310.049805,1356,4235.071777
4460,4460,4350,1245,4215.058105
4280,4380,4160,2780,4103.364258
4080,4140,4001,2324,3973.197998
4234,4499.950195,4090,2075,4225.524414
4590,4590,4215,2066,4118.361328
4105,4200.100098,4050,1627,3924.633545
4099.899902,4125,3960,1578,3921.932861
3958,4046,3500,2926,3653.452148
3800,3949,3791,1347,3676.890381
3909,3998.949951,3720.050049,1756,3618.776367
3750,3799,3502.199951,1553,3460.398438
3600,3795,3550,3446,3597.798096
3730,3880,3730,2030,3676.070313
3810,3828.850098,3780,1815,3671.82666
3800,4200,3800,2279,3933.796875
4001,4149,3961,1672,3847.614502
3973,4050,3889,1772,3836.32959
4100,4150,3850,1900,3779.999756
3980,3980,3850,819,3763.024414
3840,3940,3835,1090,3762.444336
3901,3950,3880,899,3767.990479
3950,4050,3900,874,3822.391602
3960,4090,3923.25,1114,3883.351318
4030,4125,4000,1137,3887.306396
4070.449951,4085,4000,820,3865.748291
4023,4040,3977,612,3870.764404
4093,4322,4039,2610,4059.332031
4220,4309,4117.649902,1363,4097.721191
4250,4346.899902,4250,1190,4133.410156
4299,4334.950195,4235,1218,4126.464355
4349,4350,4230,1322,4170.352051
4349,4435,4348,1647,4217.806152
4400,4689,4386,11841,4444.232422
4664,4697.399902,4561.5,2201,4413.802246
4580,4770,4551,2267,4456.628418
4631,4698.799805,4500,1411,4385.637207
4649.950195,4779.799805,4520,5146,4430.393555
4670,4750,4600,3536,4551.055176
4745,4771,4626,1776,4484.742676
4609,4677,4551,1567,4400.347168
4510,4605,4411,1241,4333.167969
4450,4515,4300,1453,4180.961914
4261.5,4349,4171,2224,4045.973145
4262,4299,4050.050049,1631,4000.204834
4105.75,4183,4105.75,1255,3987.376953
4200,4245,4181,1347,4042.500488
4265,4265,4201,697,4066.759521
4200,4250,4200,1800,4095.019775
4173,4420,4173,1950,4212.310059
4350,4350,4226.049805,910,4133.746582
4339.25,4339.25,4176,797,4040.860596
4105.600098,4210,4071,808,3949.084473
4053.300049,4200,4053.300049,1266,3918.653076
4125,4180,3910.050049,1256,3897.818848
4035,4187.950195,4035,1233,4003.340332
4108.950195,4173,4050,1448,3923.090576
4098,4138.950195,3980,1073,3868.641357
3919,4049.899902,3919,1095,3885.618652
4020,4055,3950,1821,3832.133789
3970,3995.25,3922,822,3818.485596
3978,4021.100098,3900,1141,3789.645508
3900,3915,3750,1520,3760.179199
3861,3948,3861,793,3769.004883
3950,3998,3890,603,3765.146973
3811,3900,3755,1387,3703.511963
3850,3980,3823,6147,3778.601318
3902,4100.149902,3902,1990,3864.156494
3966.100098,4018,3966.100098,570,3864.542725
3966.5,4499.950195,3930.350098,1814,3811.830566
3910.100098,3970,3850,1277,3731.146484
3841,3900,3751,3804,3644.626709
3745,3748,3625,1600,3516.19751
3650.300049,3680,3520,1349,3423.070801
3503.300049,3522,3450,1820,3351.356934
3475,3590,3475,712,3415.499023
3431,3500,3425,1017,3348.608398
3420.199951,3490,3363.100098,1578,3296.137207
3370,3449,3191,1352,3092.955322
3200,3300,3050,1803,3136.022217
3249,3251.300049,3131,1019,3051.817383
3150,3225,3060,1289,3039.857178
3200,3310,3200,1072,3165.489502
3250,3305,3140,1697,3157.0979
3300,3388,3300,906,3233.585938
3340,3380,3320,742,3230.885986
3350,3360,3292,684,3189.169189
3295,3300,3200,558,3123.242432
3210,3300,3182.050049,1076,3088.084717
3250,3270,3100,1148,3001.227539
3243.5,3250,3135.050049,620,3053.891357
3170,3239,3150,866,3086.348389
3200,3250,3150,711,3089.62793
3200,3490,3171,1432,3212.993164
3400,3670,3400,3063,3436.381348
3650,3775,3453,6069,3374.217041
3401,3470,3380,1243,3276.459717
3392,3496.949951,3305,917,3353.526367
3351.050049,3450,3350,743,3275.640381
3425,3470,3350,1167,3272.890869
3455,3455,3360,656,3279.883545
3309,3384,3309,1290,3226.496338
3398.5,3471,3315,1077,3222.97583
3350,3395,3325,1974,3231.897949
3430,3454,3392,2572,3310.411865
3401,3435,3380,1316,3268.647461
3376,3448,3375,1931,3275.598389
3400,3600,3400,6201,3297.753906
3475,3475,3355,2475,3250.980225
3452,3670,3452,12251,3409.451416
3511,3640,3451.5,5267,3465.974609
3619,3650,3552,2848,3442.998047
3550,3586.050049,3463,1660,3391.831787
3550,3722,3513,6966,3551.074463
3680,3699,3525,4328,3454.872803
3530,3580,3512,2533,3416.113037
3600,3609.949951,3463,1612,3373.537354
3490,3540,3424.550049,2081,3334.776855
3598.800049,3600,3435.050049,1595,3345.250977
3475,3519,3440.149902,2367,3368.614502
3497,3590,3482,1844,3436.385986
3590,3594.949951,3511.050049,1563,3417.173584
3525,3625,3504,1476,3451.831543
3530,3598.800049,3530,885,3431.317139
3465,3564.899902,3465,663,3397.189697
3590,3590,3501,1104,3415.918945
3575,3600,3508,854,3399.893555
3574,3574,3490,827,3380.826416
3500,3510,3460.050049,462,3352.636475
3501,3501,3401,1064,3321.598633
3381.100098,3395,3295.5,1368,3190.643066
3250,3300,3200.050049,1131,3161.825684
3300,3380,3218,948,3127.505859
3160,3161,3061,1683,3015.809082
3200,3280,3190.050049,1324,3113.025391
3241,3350,3241,1389,3166.942627
3241.050049,3300,3150,1147,3101.24707
3218,3250,3141.050049,1116,3102.501709
3200,3230,3110,2196,3018.222656
3170,3170,3020,1863,2935.7771
3100,3100,2903,2195,2842.714111
2881.050049,3175,2800,2795,2974.780029
3140,3140,2925,4073,2834.217773
2935,2973,2808,3428,2764.999756
2840,2840,2701,2103,2629.987793
2730,2800,2655,2004,2605.418945
2655,2660,2480.100098,2657,2446.851563
2401.149902,2449.800049,2312.25,3535,2278.679199
2400,2510,2391.050049,1617,2386.610352
2599,2670,2573.5,2298,2499.078857
2588,2595,2470,1126,2396.21582
2437.949951,2437.949951,2315.399902,1766,2331.824219
2460,2499.800049,2355,1167,2312.033447
2450,2450,2310,1549,2252.56543
2365,2449,2315,1498,2266.081055
2300.350098,2387.949951,2300,932,2257.730225
2301,2316,2250.050049,1133,2185.083252
2231,2260,2030,2571,2006.436523
2050,2050,1800,2831,1826.293335
2100,2100,2000,2116,1969.848267
2020,2110.050049,2014,21261,1950.298462
2118.949951,2150,2070.050049,2435,2056.444336
2188,2190,2112,1735,2071.601074
2200,2249,2050,2202,2028.109009
2086,2100,1990,1457,1944.966675
2000,2058,1978,4327,1959.323486
2052,2080,2000,2330,1940.229614
2006.900024,2037,1950,2270,1919.830566
2000,2006.849976,1940.050049,981,1904.893555
1980,2025,1900,1033,1849.159058
1899,1915,1785,2676,1738.221069
1800,1800,1730.050049,2599,1685.434814
1750,1798.449951,1730,1315,1694.087769
1700,1735,1651.099976,1670,1648.358643
1697.800049,1735,1670,1002,1650.679199
1673.199951,1735,1600,773,1646.280518
1685.800049,1740,1676,772,1632.020264
1688,1730,1663,728,1649.567627
1689,1720,1680,781,1636.32251
1676,1750,1676,774,1632.648682
1676,1725,1651,970,1654.739868
1699,1724,1685,534,1657.301636
1725,1750,1690,1073,1684.854858
1794.949951,1794.949951,1725,500,1677.942261
1788,1800,1755.5,920,1703.900513
1780,1798,1760,1327,1718.885376
1789,1830,1750,1473,1741.701416
1800,2047,1755,2565,1916.543457
2044.949951,2150,2044.949951,3825,2016.218628
2098.899902,2100,2025,1996,1989.583374
2094,2138.949951,2000,2062,1957.341431
2048,2049.949951,1955,1512,1943.902954
1990,2065,1961,2319,1935.250488
2018.75,2050,1990,1120,1930.657715
1999,1999,1926,1122,1893.389038
1910.300049,1944.449951,1895,1399,1854.041382
1921,1925.849976,1855,1174,1811.357788
1860.050049,1884.900024,1850,806,1808.553833
1877.099976,2110,1872.050049,1304,1949.655884
2000.849976,2069,1990,1493,1936.604126
2000.099976,2100,2000.099976,1570,1974.162964
2094.949951,2100,2044.050049,894,1989.390381
2037,2090,2020.050049,1149,1964.640625
2050,2074.899902,1875.199951,2205,1826.584717
1889.349976,1900,1813.5,1388,1770.076538
1830.900024,1879,1800,811,1752.045898
1848,1864,1805.050049,609,1757.604858
1840,1870,1810.099976,1417,1772.154663
1780,1839,1726,893,1741.846313
1800,1829.900024,1751,1515,1733.532227
1785,1839,1780.849976,490,1757.846924
1780.050049,1810,1780.050049,444,1737.060913
1795,1810.650024,1780,694,1738.849121
1800,1824.449951,1735,904,1684.081543
1745,1787.949951,1565,8780,1598.231567
1650,1650,1605.25,1624,1579.282471
1630.099976,1690,1630,906,1603.306763
1680,1698.900024,1642,936,1620.660522
1650,1699.900024,1650,588,1631.923096
1660,1689,1621.150024,837,1599.488403
1678.699951,1679.949951,1628,940,1589.143677
1663,1663,1622,550,1577.155518
1679,1680,1601.199951,933,1585.711548
1651,1669,1625,599,1598.328003
1670,1670,1611,844,1598.665771
1668.900024,1689.949951,1650,1088,1617.760132
1650,1670,1623.099976,564,1603.935669
1658,1738,1641.5,1269,1636.902344
1724.949951,1750,1662.25,1265,1656.528076
1747.900024,1747.900024,1660.050049,549,1617.034912
1661.050049,1669.800049,1620,1018,1599.053101
1650,1695,1625,695,1589.627197
1650,1695,1640,716,1597.312622
1669.75,1669.75,1620,955,1578.654175
1650,1650,1600,595,1566.907715
1645,1653,1610,742,1570.726196
1625,1648,1602.400024,508,1584.696045
1649.949951,1651,1625,555,1592.672729
1651,1655,1620.25,584,1586.726685
1625,1630,1610,583,1561.252197
1611,1647,1590,947,1542.931396
1619,1620.050049,1535,1470,1490.531982
1525,1549.949951,1470,978,1498.385498
1550,1550,1525,744,1498.532227
1525,1549.949951,1525,474,1492.434448
1549,1550,1500,1172,1499.02002
1561.949951,1565,1533,603,1514.923218
1574.949951,1624.900024,1555,1146,1556.973389
1600,1645.849976,1579.849976,1159,1577.51062
1600.699951,1695,1600.699951,1072,1592.973999
1630,1631.5,1595.300049,284,1564.778198
1620,1712,1607.5,1177,1637.853271
1700,1738.5,1626,2528,1601.803467
1650,1665,1615,933,1597.950195
1655,1685,1650,707,1637.853271
1693,1708,1658,1495,1643.95105
1695,1695,1650.5,478,1620.731079
1698,1789,1650,1736,1696.391846
1795.949951,1850,1701,2584,1776.394287
1850,1950,1850,2642,1879.079956
1930.050049,2050,1910,2610,1942.447632
1940,2089,1900,2818,2001.034912
2092,2092,2035,1805,1996.986328
2097.949951,2350,2071,10757,2186.260254
2240,2285,2200,3235,2168.015137
2280,2280,2050,2659,2042.451172
1990,2196,1990,16280,2007.376343
2134.75,2250,2030,4359,2114.795654
2120,2350,2120,5606,2209.041748
2285,2360,2211.149902,5049,2189.723145
2202,2250,2160,2891,2175.089111
2285.899902,2303,2210,1875,2197.186279
2256,2315,2177.050049,3063,2187.333252
2220,2298.949951,2180,1182,2141.81958
2200,2315,2152.600098,4061,2179.57666
2210,2210,2210,0,2156.161621
2216.199951,2357.75,2216.199951,4541,2245.189209
2256.149902,2320,2256.149902,1755,2224.212158
2255,2379.699951,2210,4871,2207.870117
2290,2379.800049,2290,2401,2293.19043
2301.100098,2379.800049,2301.100098,1514,2269.579834
2306,2366.949951,2263.100098,1021,2220.066406
2276.100098,2290,2205.25,1719,2221.334717
2310,2350,2281.649902,3049,2242.310791
2216,2395,2216,2216,2302.116943
2360,2425,2345.050049,1640,2299.62915
2589.949951,2589.949951,2589.949951,1,2526.855469
2600,2750,2411,5775,2427.535156
2360,2550,2360,1941,2474.756592
2545.199951,2790,2532.050049,5655,2635.49292
2600,2850,2600,3455,2671.640869
2850,3497,2850,24814,3200.82666
3380,3500,3050,17111,3030.138916
3340,3340,3154,4647,3105.408936
3199,3245,3120,3411,3063.066406
3200,3240,3100,4067,3084.872314
3240,3410,3140,7446,3288.096924
3385,3445,3175.5,6626,3146.922363
3300,3499,3225,8510,3329.610596
3400,3475,3381.050049,4149,3348.68457
3390,3471,3350,2076,3298.829102
3550,3675,3410,9592,3381.27124
3450,3574,3400,5749,3427.468018
3535,3660,3455,6287,3399.515625
3598.5,3598.5,3441.050049,5177,3410.734863
3480.050049,3547.949951,3380,3499,3325.318359
3441.149902,3460,3301,1432,3226.974365
3251,3460.5,3250,6339,3326.781494
3601,3900,3400,36864,3369.612549
3375,3647.949951,3261,8349,3287.852783
3496,3550,3325,7442,3303.561035
3395,3449,3300,2883,3238.487061
3250,3282,3205,2555,3151.313721
3270,3600,3225,5394,3319.61084
3500,3699.899902,3277,3059,3226.095703
3305,3400,3300,2342,3282.195068
3351,3394.699951,3325,1308,3267.511475
3355,3407.699951,3309.5,3144,3305.366455
3417.899902,3744.899902,3312,8698,3559.812744
3801,4374,3588,42126,3589.033203
3569.449951,3677,3569.449951,5561,3513.323486
3640,3669,3330.149902,5480,3297.463867
3433,3433,3311,2721,3264.486328
3233,3317,3209.699951,2560,3157.849854
3220,3350,3215,3156,3218.875488
3380,3450,3230,5138,3195.558838
3200,3247,3100.050049,2028,3045.163818
3199.949951,3249.949951,3150.050049,2763,3120.775635
3225,3325,3216.350098,5477,3190.7771
3384,3384,3220,3180,3166.386963
3300,3490,3241.050049,6585,3313.074219
3444,3444,3364,3900,3296.97583
3350,3439,3323.5,2438,3299.220215
3425,3487,3378.050049,4173,3312.683594
3405,3585,3400,7781,3434.394043
3638,3857,3547,19734,3726.744385
3850,4583.799805,3700.050049,74573,4352.910156
4500,4950,4480,42655,4535.354004
4595,4650,4351,19534,4447.302246
4725,4958,4693,17940,4606.819824
4840,4889.950195,4610,8379,4527.744141
4450,4790,4450,4408,4511.9375
4640,4895,4580.049805,12469,4549.304688
4760,4760,4617,3795,4520.182129
4633.049805,4855,4615,11140,4518.864258
4595,4641,4412,5736,4350.213867
4500,4649.399902,4300,5346,4220.760742
4300,4370,4126,5290,4163.746094
4200,4315,4180,5462,4124.158203
4329,4370,4260,4486,4210.267578
4343,4346,4230,2828,4155.058105
4250,4345,4205,5625,4133.628906
4260,4294,4201.899902,3020,4123.572754
4230,4265,4165.100098,2872,4081.007813
4210,4450,4181,8567,4200.748535
4300,4369,4210,4404,4184.492188
4350,4460.600098,4290,6543,4239.505371
4240,4360,4240,2022,4205.287109
4358,4358,4285,2660,4209.876465
4307.700195,4349,4279.5,2798,4190.349609
4275,4340,4230,4433,4164.527344
4220.049805,4395,4220.049805,5262,4186.055176
4292,4319,4141,3777,4091.696777
4230,4275,4151.549805,3144,4140.21875
4250,4280,4130,4514,4052.305908
4210,4480,4155,20315,4276.995117
4450,4480,4282,11438,4210.510254
4370,4480,4331.100098,12981,4344.648926
4500,5170,4425,54156,4830.783691
5225.649902,5415,5082,46673,5025.255859
5200,5360,4900.049805,27153,5153.782227
5256,5525,5125,24543,5220.316406
5380,5489.700195,5321,11840,5233.250488
5400,5420,5250.049805,5390,5158.420898
5349,5375,5202.049805,7427,5093.203613
5200.049805,5278,5186,4732,5079.294922
5260,5329.799805,5180,4723,5073.582031
5255,5289,5160,3674,5055.570313
5102,5740,4901,61278,5534.820801
5690,5820,5475,29981,5393.896484
5565,5918,5540,39206,5506.70459
5679.950195,5825,5650.100098,19828,5610.092285
5700,5750,5610,9594,5501.530762
5600,5670,5400,8809,5313.402344
5529,5793.299805,5420.5,10435,5314.769531
5500,5729,5450,20647,5354.503906
5594,5635,5460,7345,5351.867676
5520,5620,5425,10724,5346.791992
5539,6030.200195,5514.049805,47132,5792.65332
5962,5962,5962,0,5820.526855
6144.399902,6270,6033.049805,59036,5944.563477
6152,6170,5941.100098,24682,5868.753418
6000,6140,5999,10658,5877.786133
6129,6370,6015,41445,6152.947266
6320,6349,6077,16594,5961.306152
6134.399902,6169.899902,5893,12700,5784.501465
6049.700195,6149,5711,11409,5717.774902
5919,5935,5731,9160,5615.901367
5810,5810,5500,10183,5380.960938
5520,5550,5351,10307,5296.416992
5300,5470,5300,8215,5241.402832
5467.25,5513.799805,5205.350098,7428,5164.326172
5250,5700,5122.100098,23310,5402.975586
5599,5799,5440,21838,5451.398926
5564.299805,5650,5530,19413,5448.663574
5561.100098,6100,5561.100098,42397,5844.999023
6114.399902,6168,5861,25716,5856.476074
6023,6178,5851,14493,5778.821777
5916.049805,6128.399902,5902,14148,5875.425293
6015.049805,6112.200195,5900.299805,10390,5791.763672
5901,6219,5901,26553,5992.056152
6199,6200,6025,13317,5909.80957
6093.799805,6145,5960,9111,5859.649414
6020,6094.950195,5999,6886,5871.128906
6030,6075,5900,5656,5770.078125
5920.450195,5980,5834.100098,7786,5778.673828
5934.399902,6336,5934.399902,45683,6025.020996
6274.399902,6335,6161,32457,6044.705078
6244.399902,6244.399902,6035,12159,5914.595703
6090,6145,6000,10733,5876.353516
5950,5950,5760,12501,5742.433594
5959,6015,5925.100098,7013,5821.801758
6025,6125,5990,14826,5935.742676
6160,6169,6032.200195,8973,5920.260742
6095,6099.799805,5990,3965,5870.494141
6000,6085,5961.100098,7310,5889.443848
6074.799805,6074.799805,5870,6711,5746.635254
5866.350098,5963.299805,5805,6682,5713.621094
5850,6050,5830,11094,5762.3125
5974.399902,5974.399902,5880,5267,5769.834473
5940,5966.350098,5815,5904,5726.024414
5874.399902,6020,5840,9442,5755.183105
5905,5944,5825,5514,5713.082031
5890,5910,5810.200195,5772,5706.929688
5840,6425,5812,71925,6215.595703
6371.100098,6720,6242,117464,6472.932129
6701,6890,6105,158414,6025.020996
6188,6300,5970.049805,98870,5991.614746
6081,6215,6032,18735,6000.406738
6200,6269,6150,17947,6017.647461
6180,6198,6055,10735,5949.075684
6249.899902,6371,6151,42206,6071.958984
6243.299805,6294.399902,6150,11155,6023.751953
6199,6252,6150,9387,6015.693359
6194.399902,6194.399902,6060,7286,5943.165527
6085,6145,6048,7550,5965.38916
6167.799805,6485,6131.149902,59564,6291.346191
6498.700195,6549.5,6380,28721,6257.450195
6449.399902,6498.950195,6325,14071,6222.629883
6382,6460,6275,10455,6148.097168
6351,6352.850098,6150,7790,6041.481445
6185,6240,6090,6884,5960.652344
6110,6149,6010,10727,5909.760742
6089.75,6120,6021,4312,5902.140625
6059.899902,6117.799805,5555,16183,5530.812988
5757,5919,5685.049805,20888,5629.029785
5705,5839,5700.899902,12640,5668.297363
5794.399902,6124,5770,15389,5916.694824
6130,6225,5930,14177,5826.732422
6039.399902,6082,5933.100098,9081,5824.533691
5999,6068,5789,6897,5678.404785
5700,5780,5650.5,7849,5587.516602
5758,5850,5701,6318,5684.119629
5820,6074,5795,17233,5885.730957
6070,6080,5852.75,7965,5764.951172
5950,5993.299805,5851,4374,5740.481934
5965,5966.950195,5810,3584,5706.24707
5880,5900,5770,6171,5650.227051
5847.899902,5900,5810.049805,5082,5694.328125
5829,5860,5770,3454,5650.908691
5750,5789.950195,5710.100098,3497,5611.006348
5799,5839,5715.149902,7669,5612.374512
5730,5774.799805,5675,4301,5564.022949
5680,5680,5600,3962,5484.268066
5630.049805,5657,5600,2910,5502.693848
5620,5765,5580,6567,5547.043945
5739.950195,5865,5703,7724,5702.196289
5850,5925,5830,4800,5739.341797
5800,6350,5800,46654,6162.311523
6300.200195,6329,6100,17971,5999.464355
5297,6276,5297,17520,6113.107422
6120,6418.700195,6120,25306,6176.177246
6276,6390,6251,11051,6168.729004
6351,6351,6275,9858,6193.183105
6338,6435,6290.100098,15994,6232.338379
6394.399902,6394.399902,6230,7642,6142.26709
6280,6539.850098,6251.149902,37466,6372.543457
6535,6549,6338.299805,14127,6242.728516
6370,7244.850098,6312.049805,140611,6953.800293
7045,7125.450195,6825,98915,6901.560059
6950,7298,6915,70534,7041.960938
7200,7318,7110,29857,7016.919434
7159.299805,7229,7036.100098,18178,6946.057617
7101,7160,6910,11594,6826.141602
7015,7050,6805,10207,6744.692383
6948,6974,6780,9641,6665.058594
6845,6862,6760,7766,6649.427246
6845,6968,6804,15001,6762.286621
6959.399902,7099,6887,19822,6823.347168
6951,7019.399902,6870,6628,6755.915527
6939,7249,6900.549805,61369,7066.365234
7189.799805,7273.299805,7032,22865,6927.679199
7100,7199,7060,10563,6945.566895
7134.899902,7148,7011.100098,5539,6905.284668
7074.399902,7360,7050.049805,28951,7050.878418
7220,7274.399902,7078,13081,6955.122559
7070,7173,6985,11228,6888.621582
6990,7060,6892,16621,6860.200195
7000,7166.799805,7000,13562,6926.15918
7088,7179,7050,9420,6928.710449
7058,7149.799805,7020,7302,6914.400391
7079.399902,7116.850098,7000.049805,5220,6883.183594
7089.399902,7230.899902,7030,21598,6977.763184
7135,7274,7126.200195,18797,7051.859863
7144.399902,7185,7050,8570,6923.661621
7153.299805,7264,7035.549805,36876,6927.141113
7148.899902,7175,7065,10062,6945.811523
7049.399902,7123,6961,5694,6841.13623
7060,7060,6845,8742,6728.275879
6750.149902,6925,6725,9120,6732.147949
6918,6990.049805,6860,7930,6790.416504
6899.899902,6920,6723,6642,6627.912109
6800.049805,7001,6800.049805,6193,6853.484863
6911.149902,7049,6790,6165,6867.010254
7000,7138,6995,7026,6864.069824
7066.100098,7188,7050,7630,6985.556641
7095,7575,7095,45854,7289.049316
7394.299805,7398,7200,12510,7180.597656
7310,7612,7288,25913,7255.135254
7350,7558,7261,14534,7171.532227
7386.950195,7490,7307.549805,7889,7180.106445
7300,7300,7160,6825,7063.621582
7242,7352.799805,7234.25,5994,7145.166992
7260,7350,7220,8411,7166.484375
7330,7474,7280.100098,5099,7175.893066
7340.149902,7417.5,7320,3619,7197.40625
7399,7431,7313,6308,7231.709473
7450,7470,7276,4348,7181.529297
7327.5,7410,7190,6065,7078.126953
7265,7300,7202,2273,7089.300781
7347,7347,7270.100098,2837,7146.245605
7320,7345,7251.100098,2979,7136.100586
7100,7342,7100,5401,7058.181641
7210,7424,7100,10943,7160.995605
7233,7411,7233,4879,7141.980957
7344,7410,7276,23324,7151.48877
7370,7374,7240,2971,7118.800781
7349,7375,7285,4772,7193.82959
7310,7940,7300,47743,7478.307617
7649,7744,7435.5,12371,7322.615234
7526,7625,7430,6927,7369.417969
7578,7609,7385,7270,7272.238281
7499,7775,7430,24927,7430.036621
7456.100098,7769,7393.299805,21324,7481.051758
7625,7830,7561.149902,23291,7595.333496
7740,7949,7740,21131,7700.058105
7829,7990,7661,14902,7556.910645
7720,7839.5,7666,7204,7579.551758
7774.399902,7968,7705,27430,7614.199707
7676,7820,7668,7986,7593.910645
7735,7815,7601,4693,7546.81543
7780.899902,7930,7671,17282,7710.543945
7820,8040,7796,9978,7682.120117
7870,7909,7822.100098,4920,7684.669434
7811,7910,7750,7755,7616.45459
7838.399902,7960.5,7800,24862,7671.682617
7864.399902,7898,7760,6939,7638.505859
7835,7880,7775,3492,7643.210449
7825,7949,7800,12055,7683.443848
7898,7907.700195,7700,5351,7592.540039
7755,7840,7750.100098,5322,7604.595215
7790,7799.799805,7712.350098,2828,7579.50293
7760,7769.700195,7670.049805,3072,7556.225586
7720,7820,7681.25,5048,7552.011719
7760,7777,7690.049805,3864,7559.853516
7702,7860,7690,6303,7584.11084
7776,7797,7690,3765,7556.764648
7767,7767,7630,2809,7500.263184
7652,7798,7585,7887,7537.652832
7749,7787.299805,7480,16021,7356.380371
7405,7475,7300,6644,7170.453613
7350,7441,7310.100098,4521,7183.781738
7313.350098,7412,7286,4998,7200.788086
7376.700195,7408,7285,3754,7153.252441
7320,7360,7300.200195,2382,7163.250977
7333,7769,7300.100098,16590,7362.065918
7510,7650,7401.049805,9210,7282.742676
7464.399902,7600,7430,6709,7320.590332
7520,7540,7340,5005,7236.26709
7351,7444.950195,7305.200195,2329,7173.760254
7347.899902,7478,7301.100098,4855,7221.21582
7366,7440,7334,2352,7209.744629
7396,7410,7311.200195,1867,7181.702148
7321,7609.200195,7300,12419,7317.501465
7524,7695,7500.25,17214,7468.744141
7640,7690,7531,4256,7426.87793
7579,7840,7520,27962,7582.924805
7775,8300,7725,77143,8003.364746
8163,8220,7890,17619,7786.183105
7940,7976,7725,6637,7594.688965
7765,8068,7765,14740,7658.325195
7849,7945,7605,7440,7533.066406
7750,7845,7625,6625,7499.433594
7664.299805,7731,7535,4687,7445.898438
7658,7740,7608,6279,7500.710938
7725,8150,7650,40404,7908.058105
8140,8865,7967,106501,8492.389648
8670,9250,8670,91356,8896.114258
9050,9218,8900,53758,8836.792969
9005,9420,8951.049805,59509,9041.621094
9280,9370,9142,15791,8993.676758
9250,9439.799805,9178,19997,9032.698242
9249.400391,9324,9080,13959,8922.930664
9177.700195,9280,9050,14289,8898.711914
9176.700195,9176.700195,8990,10593,8837.821289
9123.950195,9170,8936,9464,8796.986328
9047,9140,9001.099609,7280,8841.009766
9089.700195,9108,8820,9045,8714.916992
8860,8967.950195,8701.5,7342,8593.675781
8835,8931,8670,10924,8525.924805
8730,9020,8710.049805,24505,8783.647461
8985,9050,8752.200195,13786,8693.688477
8939,9115,8701,18059,8701.236328
8968.950195,8969,8770,6513,8608.040039
8840,8840,8690,5262,8588.677734
8819.950195,9120,8792.099609,17894,8893.566406
9110.099609,9164,8925,9247,8823.261719
9000,9065,8950,5348,8787.229492
9040,9060,8933,2765,8777.570313
8961,9080,8820,10681,8681.235352
8907.700195,8907.700195,8750,3449,8615.397461
8825,8886,8752,3053,8608.728516
8799.950195,9560,8775,105006,9139.719727
9315,9739,9290,63497,9140.30957
9389,9522,9230.5,17316,9104.223633
9330,9450,9240,15086,9123.249023
